TroubleTicketing_22-Jan-2026_16-2-59Ticket Id,Site Id,Site Name,Dependent Sites,Site Class,Site Class Code,Anchor Opco Site id,Power Model,Region,District,Power Vendor,Site Area Type,Vendor,Operator Parameter,Operator Exempted,Alarm Description,Equipment,Alarm Start Date Time,Alarm End Date Time,Problem Start Date,Problem End Date,Ticket Log Date,Logged By,Operator,Ticket Closure Date,Assigned To,Ticket Hierarchy,Digitally Dispatch,Contact No.,Assigned Date,Closed By,Total Duration,Duration,Operator SLA,Vendor SLA,SLA Remaining Time Operator,SLA Remaining Time Vendor,Alarm Status,Ticket Treatment,Ticket Status,Severity,Current Level,ETA (Mins.),ETA Time,ETR (Mins.),ETR Time,RCA Category,RCA Sub Category,RCA,Ref Ticket ID,Remarks,Alarm Detail,Problem Description,Ticket Type,Ticket Mode,Total Effected Duration,Effected Sites,Battery Discharge Start Date Time,Spare Parts,Battery Backup Duration,DG Night Time Restriction (HH:MM),Site Latitude,Site Longitude,User Lat,User Long,Distance (Kms.),DG Meter Reading,Grid Meter Reading,Fuel Level,Action Taken,Service Type,Parent Ticket Id,Refer Count,Hub Site Id,Child Ticket Count,PR No,Abstract,Service Impacted,Service Impact Start,Services Affected,Initial Analysis,X-References,TwoG Node,ThreeG Node,LTE,IP Site,Originator Id,Originator Group,Last Referred Group,Reffered to Group,RTTS Clear Group,Action,Status Reason,RTTS Opr Site Id,Fault Area,Fault Area Detail,Resolution Method,Node,Network,Site Location,Solution Details,Restoration Approval Time,Restoration Time,Approval Time,Approval Resolve Time,NET Resolution Time,Severity Change Time,Generator Asset Id,Priority,Delay Reason,TT Response Time,undefined,undefined,undefined,Hub Time(HH:MM),RTTS Ticket Create Date,Severity Change Remarks
"TT00709293","1011991","ZMK783","ST(PG)","Metro","Classic","ZMK783","Grid","West","Makkah","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 11:36:18","","03-Jul-2021 11:36","","21-Jan-2026 16:34:47","System","STC","","TWL-EM-WEST Jangeer BashaAnwar Basha","Parent","","6502501165","21-Jan-2026 16:34:47","","1664 Day(s) 04:28:11","39940","STC-No      ","No","-1663 Day(s) 23:28:11      ","-1663 Day(s) 23:28:11","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 04:28:11","1","","","","","21.43042","39.86211","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708970","1000028","PBH010","ST(PG)","Metro","Classic","PBH010","Grid","South","Bahah","Ericsson-PV","Urban","Nokia","","","Door Alarm(Hajj)","General","11-Dec-2025 20:35:54","11-Dec-2025 20:38:44","11-Dec-2025 20:35","11-Dec-2025 20:38","11-Dec-2025 20:36:04","System","STC","","TWL-EM-SOUTH Elsaeed Fekry Mohammed","Parent","","543527480","11-Dec-2025 20:36:04","System","00:02:50","0","STC-Yes      ","Yes","04:57:10      ","04:57:10","Closed","Standard","Assign","Critical","First Escalation","","","","","","","","","","Door Alarm(Hajj)","","Incident","Auto","00:02:50","1","","","","","20.02137","41.4589","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","00:04","","","P0","","","","","","","","",
"TT00708977","1014007","ZHA067","ST(PG)","Remote","Classic","ZHA067","Grid","Central","Hail","Ericsson-PV","Rural","In-House","STC","","Class(Critical)","General","","","12-Dec-2025 09:57","","12-Dec-2025 09:57:52","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","12-Dec-2025 09:57:52","","41 Day(s) 06:07:29","990","STC-No      ","No","-40 Day(s) 23:07:29      ","-40 Day(s) 23:07:29","","Standard","Assign","Critical","Third Escalation","","","","","","","","","","","","Incident","Manual","41 Day(s) 06:07:29","1","","","","","26.126","41.3828","","","","","","","","Remote","","1","","1","","","Outage","12-Dec-2025 01:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709250","1000011","ZJZ296","ST(PG)","Remote","Classic","ZJZ296","Hybrid","South","Jizan","Ericsson-PV","Rural","Huawei","STC","","Door Alarm","General","21-Jan-2026 14:22:00","21-Jan-2026 14:24:50","21-Jan-2026 14:22","21-Jan-2026 14:24","21-Jan-2026 14:22:38","Super Admin  - 9898976789(superadmin)","STC","21-Jan-2026 14:24:50","1st Escalation ","Parent","","","21-Jan-2026 14:22:38","Super Admin  - 9898976789(superadmin)","00:02:50","0","STC-Yes      ","Yes","06:57:10      ","06:57:10","Closed","Standard","Closed","Critical","First Escalation","","","","","Access-IT-Management","Aggregator HW issue","na","","na","","","Incident","Manual","00:02:50","1","","","","","17.43723","42.96968","","","","5","5","4","Action Taken","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","00.05","","",
"TT00709011","1009408","Udhailiyah-GOSP12","ST(PG)","Metro","Golden_LDN","F93R015","Grid","East","Northern Borders","Ericsson-PV","SubUrban","Huawei","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","12-Dec-2025 16:17:33","RTTS","STC","","TWL_South ","Child","","","12-Dec-2025 16:17:33","","975 Day(s) 01:43:29","23402","-      ","","      ","","","Standard","In Progress","High","First Escalation","","","","","","","","","","","","RTTS Ticket","Integration","975 Day(s) 01:43:29","1","","","","","29.136408","44.334312","","","","","","","","Metro","TT00709010","1","","","RTTS449","Tawal Test Ticket_011","Outage","28-AUG-2023 12:14:27","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","F93R015","","","","","MOBILE","","","","","","","","","","P0","","","","","","","02-Dec-2025 11:14:13","",
"TT00709196","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Air Condition 1 Fault","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:35:28","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:35:28","","9 Day(s) 01:30:29","217","STC-No      ","","-9 Day(s) 01:22:29      ","","Open","Standard","Assign","Critical","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","26.26056","36.44891","","","","","","","","Metro","","1","HSID1","5","","","Outage","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","13-Jan-2026 14:38:59","","P0","","","","","","","","Severity changed from High to Critical due to Parent-Child relationship  of TT00709194 as child. ",
"TT00709295","1011991","ZMK783","ST(PG)","Metro","Classic","ZMK783","Grid","West","Makkah","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 11:42:59","","03-Jul-2021 11:42","","21-Jan-2026 16:34:48","System","STC","","TWL-EM-WEST Jangeer BashaAnwar Basha","Parent","","6502501165","21-Jan-2026 16:34:48","","1664 Day(s) 04:21:30","39940","STC-No      ","No","-1663 Day(s) 23:21:30      ","-1663 Day(s) 23:21:30","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 04:21:30","1","","","","","21.43042","39.86211","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709338","1000920","ZND451","ST(PG)","Metro","Classic","ZND451","Grid","East","Dammam","Huawei-PV","Urban","Ericsson","STC","","Acu Fault (Itc)","General","","","22-Jan-2026 12:51","22-Jan-2026 12:52","22-Jan-2026 12:51:32","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","22-Jan-2026 12:51:32","","00:01:48","0","STC-Yes      ","Yes","04:58:12      ","04:58:12","","Standard","Resolved","Critical","Assignment","10","22-Jan-2026 12:51:58","30","22-Jan-2026 12:51:58","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Resolved","","","Incident","Manual","00:01:48","1","","","","","26.55362","49.95664","","","","value","value","value","Action Taken","Metro","","1","","","","","Outage","22-Jan-2026 12:49","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:00","","","P0","","","","","","00.03","","",
"TT00709185","1000034","ZND881","ST(PG)","Metro","Classic","ZND881","Grid","East","Dammam","Huawei-PV","Urban","Ericsson","STC","","Acu Fault (Itc)","General","","","12-Jan-2026 11:41","","12-Jan-2026 11:41:27","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","12-Jan-2026 11:41:27","","10 Day(s) 04:23:29","244","STC-No      ","No","-9 Day(s) 23:23:29      ","-9 Day(s) 23:23:29","","Standard","Assign","Critical","Third Escalation","","","","","","","","","","","","Incident","Manual","10 Day(s) 04:23:29","1","","","","","26.52977","50.02298","","","","","","","","Metro","","1","","","","","Outage","12-Jan-2026 11:39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709211","1000061","ZRH326","ST(PG)","Metro","Classic","ZRH326","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 2 Running","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:37:25","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:37:25","","9 Day(s) 01:30:29","218","STC-No      ","No","-7 Day(s) 01:30:29      ","-7 Day(s) 01:30:29","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","24.83019","46.61076","","","","","","","","Metro","","1","HSID1","","","","No","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709260","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","STC","","Door Alarm","General","03-Jul-2021 00:19:32","","03-Jul-2021 00:19","","21-Jan-2026 16:34:38","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:38","","1664 Day(s) 15:45:29","39952","STC-No      ","No","-1664 Day(s) 08:45:29      ","-1664 Day(s) 08:45:29","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","Remarks added","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 15:45:29","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","HSID1","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709246","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Fire Alarm","General","13-Jan-2026 10:34:00","21-Jan-2026 10:35:00","13-Jan-2026 10:34","21-Jan-2026 10:35","21-Jan-2026 11:56:08","Super Admin  - 9898976789(superadmin)","STC","21-Jan-2026 12:55:13","Field User super admin ","Parent","","9898976789","21-Jan-2026 11:56:08","Super Admin  - 9898976789(superadmin)","8 Day(s) 00:01:-01","192","STC-No      ","No","-7 Day(s) 19:01:00      ","-7 Day(s) 19:01:00","Closed","Standard","Closed","Critical","Assignment","","","","","Access-IT-Management","Aggregator HW issue","t","","Closed","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","8 Day(s) 00:01:-01","1","","","","","26.26056","36.44891","","","","g","f","f","Action Taken","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 10:34","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:13","","","P0","","0","","","","192.02","","",
"TT00709330","1000012","ZRF016","ST(PG)","Metro","Classic","ZRF016","Hybrid","East","Northern Borders","Ericsson-PV","Urban","Ericsson","STC","","Door Alarm(Critical)","General","08-Jan-2026 17:38:53","21-Jan-2026 17:19:07","08-Jan-2026 17:38","21-Jan-2026 17:19","21-Jan-2026 17:16:31","System","STC","","TWL-EM-EAST JAMAL UDDIN SHAHAJ","Parent","","530304981","21-Jan-2026 17:16:31","","12 Day(s) 23:41:08","312","STC-No      ","","-12 Day(s) 23:33:08      ","","Closed","Standard","Resolved","High","Assignment","","","","","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Resolved","Door Alarm(Critical)","","Incident","Auto","12 Day(s) 23:41:08","1","","","","","29.62158","43.52804","","","","value","value","value","Action Taken","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:03","","","P0","","","","","","311.68","","",
"TT00709363","1000002","ZRY336","ST(PG)","Metro,Remote","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","","","Door Alarm","General","22-Jan-2026 15:46:25","","22-Jan-2026 15:46","","22-Jan-2026 15:48:16","System","STC,test9","","TWL-EM-CENTER ","Parent","","","22-Jan-2026 15:48:16","","00:18:04","0","STC-Yes      ","Yes","04:41:56      ","04:41:56","Open","Standard","Assign","Critical","First Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","00:18:04","1","","","","","24.7202","46.6569","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709009","1009408","Udhailiyah-GOSP12","ST(PG)","Metro","Golden_LDN","F93R015","Grid","East","Northern Borders","Ericsson-PV","SubUrban","Huawei","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","12-Dec-2025 16:15:38","RTTS","STC","","TWL_South ","Child","","","12-Dec-2025 16:15:38","","975 Day(s) 01:43:29","23402","-      ","","      ","","","Standard","In Progress","High","First Escalation","","","","","","","","","","","","RTTS Ticket","Integration","975 Day(s) 01:43:29","1","","","","","29.136408","44.334312","","","","","","","","Metro","TT00709010","1","","","RTTS448","Tawal Test Ticket_011","Outage","28-AUG-2023 12:14:27","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","F93R015","","","","","MOBILE","","","","","","","","","","P0","","","","","","","02-Dec-2025 11:14:13","",
"TT00709130","1000061","ZRH326","ST(PG)","Metro","Classic","ZRH326","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 1 Running","General","30-Dec-2025 00:00:00","","30-Dec-2025 00:00","","30-Dec-2025 15:53:56","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","30-Dec-2025 15:53:56","","23 Day(s) 16:04:29","568","STC-No      ","No","-21 Day(s) 16:04:29      ","-21 Day(s) 16:04:29","Open","Standard","Assign","Low","First Escalation","","","","","","","","","Remarks added","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","23 Day(s) 16:04:29","1","","","","","24.83019","46.61076","","","","","","","","Metro","","1","HSID1","","","","Degraded","30-Dec-2025 00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709169","1000012","ZRF016","ST(PG)","Metro","Classic","ZRF016","Hybrid","East","Northern Borders","Ericsson-PV","Urban","Ericsson","STC","","Acu Fault (Operator6)","General","08-Jan-2026 18:14:27","","08-Jan-2026 18:14","","08-Jan-2026 18:15:01","System","STC","","TWL-EM-EAST JAMAL UDDIN SHAHAJ","Parent","","530304981","08-Jan-2026 18:15:01","","13 Day(s) 21:50:29","334","STC-No      ","No","-13 Day(s) 16:50:29      ","-13 Day(s) 16:50:29","Open","Standard","Assign","Critical","First Escalation","","","","","","","","","c","Acu Fault (Operator6)","","Incident","Auto","13 Day(s) 21:50:29","1","","","","","29.62158","43.52804","","","","","","","","Metro","","1","HSID1","3","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709204","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Fire Alarm","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:37:18","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Child","","9898976789","13-Jan-2026 14:37:18","","9 Day(s) 01:30:29","218","STC-No      ","No","-8 Day(s) 20:30:29      ","-8 Day(s) 20:30:29","Open","Standard","Assign","Critical","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","26.26056","36.44891","","","","","","","","Metro","TT00709196","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709345","1000905","ZJZ297","ST(PG)","Remote","Classic","ZJZ297","Grid","South","Jizan","Ericsson-PV","Rural","Huawei","STC","","Acu Fault (Itc)","General","","","22-Jan-2026 14:29","","22-Jan-2026 14:29:25","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","22-Jan-2026 14:29:25","","01:35:29","2","STC-Yes      ","Yes","05:24:31      ","05:24:31","","Standard","Assign","Critical","First Escalation","10","22-Jan-2026 14:29:52","30","22-Jan-2026 14:29:52","","","","","reassigned","","","Incident","Manual","01:35:29","1","","","","","17.41563","42.98187","","","","","","","","Remote","","1","","","","","Outage","22-Jan-2026 14:27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
